PRACTICE_CODE,PRACTICE_NAME,STP_CODE
J82020,ARCHERS PRACTICE,QRL
J82021,WATERSIDE MEDICAL PRACTICE,QRL
J82022,VICTOR STREET SURGERY,QRL
J82023,THE WHITELEY SURGERY,QRL
J82024,SOLENT GP SURGERY,QRL
J82025,CHARLTON HILL SURGERY,QRL
J82026,CENTRE PRACTICE,QRL
J82028,TRAFALGAR MEDICAL GROUP PRACTICE,QRL
J82033,GUDGEHEATH LANE SURGERY,QRL
J82034,WICKHAM SURGERY,QRL
J82035,ST CLEMENTS PARTNERSHIP,QRL
J82036,WEST MEON SURGERY,QRL
J82039,RINGWOOD MEDICAL CENTRE,QRL
J82040,WEST END ROAD SURGERY,QRL
J82041,THE STAUNTON SURGERY,QRL
J82042,BADGERSWOOD SURGERY,QRL
J82044,JUBILEE SURGERY,QRL
J82049,THE OAKLEY HEALTH GROUP,QNQ
J82050,ST PAUL'S SURGERY,QRL
J82051,BLACKTHORN HEALTH CENTRE,QRL
J82053,ADELAIDE MEDICAL CENTRE,QRL
J82054,KINTBURY & WOOLTON HILL SURGERY,QU9
J82055,CRANESWATER GROUP PRACTICE,QRL
J82056,RED AND GREEN PRACTICE,QRL
J82058,BRAMBLYS GRANGE MEDICAL PRACTICE,QRL
J82059,THE WATERCRESS MEDICAL GROUP,QRL
J82060,THE LIGHTHOUSE GROUP PRACTICE,QRL
J82061,ODIHAM HEALTH CENTRE,QRL
J82062,CHEVIOT ROAD SURGERY,QRL
J82063,PARKSIDE PRACTICE,QRL
J82064,BISHOPS WALTHAM SURGERY,QRL
J82066,THE CAMBRIDGE PRACTICE,QNQ
J82067,VOYAGER FAMILY HEALTH,QNQ
J82069,CAMROSE GILLIES AND HACKWOOD PARTNERSHIP,QRL
J82071,ST. ANDREW'S SURGERY,QRL
J82072,FORESTSIDE MEDICAL PRACTICE,QRL
J82073,KIRKLANDS SURGERY,QRL
J82074,ALMA ROAD SURGERY,QRL
J82075,CHAWTON HOUSE SURGERY,QRL
J82076,WOOLSTON LODGE SURGERY,QRL
J82077,BERMUDA MARLOWE PARTNERSHIP,QRL
J82079,CLIFT SURGERY,QRL
J82080,UNIVERSITY HEALTH SERVICE,QRL
J82081,ST. MARY'S SURGERY,QRL
J82082,SHEPHERDS SPRING MEDICAL CENTRE,QRL
J82083,THE WILLOW GROUP,QRL
J82084,BURY ROAD SURGERY,QRL
J82085,LAKE ROAD PRACTICE,QRL
J82087,STONEHAM LANE SURGERY,QRL
J82088,THE SHIRLEY HEALTH PARTNERSHIP,QRL
J82089,HEDGE END MEDICAL CENTRE,QRL
J82090,SUNNYSIDE MEDICAL CENTRE,QRL
J82092,ALDERMOOR SURGERY,QRL
J82094,TADLEY MEDICAL P'SHIP,QRL
J82098,SWAN MEDICAL GROUP,QRL
J82099,RICHMOND SURGERY,QNQ
J82101,THE PEARTREE PRACTICE,QRL
J82102,THE DRAYTON SURGERY,QRL
J82103,ST MARY'S SURGERY,QRL
J82104,STUBBINGTON MEDICAL PRACTICE,QRL
J82106,GRATTON SURGERY,QRL
J82110,FLEET MEDICAL CENTRE,QNQ
J82112,NEW HORIZONS MEDICAL PARTNERSHIP,QRL
J82114,NORTH HARBOUR MEDICAL GROUP,QRL
J82115,ATHERLEY HOUSE SURGERY,QRL
J82116,TWYFORD SURGERY,QRL
J82119,DENMEAD HEALTH CENTRE,QRL
J82120,ALEXANDER HOUSE SURGERY,QNQ
J82121,NORTH BADDESLEY SURGERY,QRL
J82122,ALMA ROAD SURGERY,QRL
J82124,ALRESFORD SURGERY,QRL
J82125,JENNER HOUSE SURGERY,QNQ
J82126,RAYMOND ROAD SURGERY,QRL
J82128,OLD FIRE STATION SURGERY,QRL
J82129,NEW FOREST MEDICAL GROUP,QRL
J82130,FRIARSGATE PRACTICE,QRL
J82131,FORDINGBRIDGE SURGERY,QRL
J82132,TESTVALE SURGERY,QRL
J82133,BROCKHURST MEDICAL CENTRE,QRL
J82134,VINE MEDICAL GROUP,QRL
J82135,BRANKSOMEWOOD H/CARE CTR,QNQ
J82136,CHAWTON PARK SURGERY,QRL
J82138,WHITEWATER HEALTH,QRL
J82139,WISTARIA & MILFORD SURGERIES,QRL
J82142,THE BORDER PRACTICE,QNQ
J82143,PARK SURGERY,QRL
J82144,CROWN HEIGHTS MEDICAL CENTRE,QRL
J82145,ABBEYWELL SURGERY,QRL
J82146,LYNDHURST SURGERY,QRL
J82147,THE CLANFIELD PRACTICE,QRL
J82149,DERBY ROAD PRACTICE,QRL
J82150,CORNERWAYS MEDICAL CENTRE,QRL
J82151,TWIN OAKS MEDICAL CENTRE,QRL
J82152,BRIDGEMARY MEDICAL CENTRE,QRL
J82154,THE HIGHLANDS PRACTICE,QRL
J82155,PORTSDOWN GROUP PRACTICE,QRL
J82156,WATERFRONT AND SOLENT SURGERY,QRL
J82157,WILSON PRACTICE,QRL
J82161,WESTLANDS MEDICAL CENTRE,QRL
J82163,COWPLAIN FAMILY PRACTICE,QRL
J82164,LIPHOOK AND LISS SURGERY,QRL
J82169,BOYATT WOOD SURGERY,QRL
J82174,LOCKSWOOD SURGERY,QRL
J82178,PRINCES GARDENS SURGERY,QNQ
J82180,TOWNHILL SURGERY,QRL
J82181,MAYFIELD MEDICAL CENTRE,QNQ
J82183,MULBERRY HOUSE SURGERY,QRL
J82184,PINEHILL SURGERY,QRL
J82188,BURSLEDON SURGERY,QRL
J82192,ST LUKES SURGERY,QRL
J82194,EAST SHORE PARTNERSHIP,QRL
J82196,HOMEWELL.CURLEW PRACTICE,QRL
J82197,BENTLEY VILLAGE SURGERY,QRL
J82198,THE WELLINGTON PRACTICE,QNQ
J82199,THE UNIVERSITY SURGERY,QRL
J82201,THE GRANGE SURGERY,QRL
J82207,HILL LANE SURGERY,QRL
J82208,ST. PETERS SURGERY,QRL
J82210,THE ELMS PRACTICE,QRL
J82213,BROOK HOUSE SURGERY,QRL
J82214,WHITCHURCH SURGERY,QRL
J82215,SOLENT VIEW MEDICAL PRACTICE,QRL
J82216,BROOK LANE SURGERY,QRL
J82217,HOMELESS HEALTHCARE TEAM,QRL
J82218,CHINEHAM MEDICAL PRACTICE,QRL
J82220,BEGGARWOOD SURGERY - NHUC,QRL
J82605,WALNUT TREE SURGERY,QRL
J82622,LIVING WELL PARTNERSHIP,QRL
J82625,BOUNDARIES SURGERY,QRL
J82628,CRONDALL NEW SURGERY,QNQ
J82630,NORTH CAMP SURGERY,QNQ
J82633,RIVERSIDE PARTNERSHIP,QRL
J82639,WATERSHIP DOWN HEALTH,QRL
J82640,HORNDEAN SURGERY,QRL
J82646,PARK LANE MEDICAL CENTRE,QRL
J82663,HIGHFIELD HEALTH,QRL
J82669,ROWNER HEALTH CENTRE,QRL
J83001,MERCHISTON SURGERY,QOX
J83002,WESTROP MEDICAL PRACTICE,QOX
J83003,HARCOURT MEDICAL CENTRE,QOX
J83004,WHITEPARISH SURGERY,QOX
J83005,BARCROFT MEDICAL CENTRE,QOX
J83006,PURTON SURGERY,QOX
J83007,HATHAWAY SURGERY,QOX
J83008,LOVEMEAD GROUP PRACTICE,QOX
J83009,RIDGEWAY VIEW FAMILY PRACTICE,QOX
J83010,PORCH SURGERY,QOX
J83011,GIFFORDS PRIMARY CARE CTR,QOX
J83013,BOX SURGERY,QOX
J83014,CASTLE PRACTICE,QOX
J83016,TROWBRIDGE HEALTH CENTRE,QOX
J83018,AVENUE SURGERY,QOX
J83019,THE ORCHARD PARTNERSHIP,QOX
J83021,SALISBURY MEDICAL PRACTICE,QOX
J83022,OLD TOWN SURGERY,QOX
J83023,AVON VALLEY PRACTICE,QOX
J83024,PRIORY ROAD MEDICAL CENTRE,QOX
J83025,GREAT WESTERN SURGERY,QOX
J83026,THREE CHEQUERS MEDICAL PRACTICE,QOX
J83027,HAWTHORN MEDICAL CENTRE,QOX
J83029,TINKERS LANE SURGERY,QOX
J83030,BRADFORD-ON-AVON AND MELKSHAM HEALTH,QOX
J83031,MOREDON MEDICAL CENTRE,QOX
J83033,WHALEBRIDGE PRACTICE,QOX
J83034,LANSDOWNE SURGERY,QOX
J83035,ABBEY MEADS MEDICAL PRACT,QOX
J83036,ASHINGTON HOUSE SURGERY,QOX
J83037,KENNET AND AVON MEDICAL PARTNERSHIP,QOX
J83038,KINGSWOOD SURGERY,QOX
J83039,NORTHLANDS SURGERY,QOX
J83040,WESTBURY GROUP PRACTICE,QOX
J83041,MALMESBURY MEDICAL PARTNERSHIP,QOX
J83042,ROWDEN SURGERY,QOX
J83043,DOWNTON SURGERY,QOX
J83045,RAMSBURY SURGERY,QOX
J83046,SPA MEDICAL CENTRE,QOX
J83047,ELDENE SURGERY,QOX
J83048,ST MELOR HOUSE SURGERY,QOX
J83049,SOUTHBROOM SURGERY,QOX
J83050,PATFORD HOUSE PARTNERSHIP,QOX
J83052,MILLSTREAM MEDICAL CENTRE,QOX
J83053,ST. JAMES SURGERY,QOX
J83055,NEW COURT SURGERY,QOX
J83056,MARKET LAVINGTON SURGERY,QOX
J83057,NORTH SWINDON PRACTICE,QOX
J83058,TISBURY SURGERY,QOX
J83059,THE LAWN MEDICAL CENTRE,QOX
J83060,MERE SURGERY,QOX
J83064,RIDGE GREEN MEDICAL PRACTICE,QOX
J83601,BURBAGE SURGERY,QOX
J83603,JUBILEE FIELD SURGERY,QOX
J83609,CRICKLADE SURGERY,QOX
J83615,OLD SCHOOL HOUSE SURGERY,QOX
J83618,TOLSEY SURGERY,QOX
J83619,COURTYARD SURGERY,QOX
J83625,LODGE SURGERY,QOX
J83629,SILTON SURGERY,QOX
J83630,HINDON SURGERY,QOX
J83633,VICTORIA CROSS SURGERY,QOX
J83645,PHOENIX SURGERY,QOX
J83646,PARK LANE PRACTICE,QOX
J84003,VENTNOR MEDICAL PRACTICE,QRL
J84004,EAST COWES MEDICAL CENTRE,QRL
J84005,ESPLANADE SURGERY,QRL
J84007,ST. HELENS MEDICAL CENTRE,QRL
J84008,ARGYLL HOUSE,QRL
J84011,NEWPORT HEALTH CENTRE,QRL
J84012,TOWER HOUSE SURGERY,QRL
J84013,THE BAY MEDICAL PRACTICE,QRL
J84015,COWES MEDICAL CENTRE,QRL
J84016,SOUTH WIGHT MEDICAL PRACTICE,QRL
J84017,MEDINA HEALTHCARE,QRL
J84019,WIGHT PRIMARY PARTNERSHIPS LTD,QRL
K81001,THE WATERFIELD PRACTICE,QNQ
K81002,EASTFIELD HOUSE SURGERY,QU9
K81003,SWALLOWFIELD MEDICAL PRACTICE,QU9
K81004,TILEHURST SURGERY PARTNERSHIP,QU9
K81005,WEXHAM ROAD SURGERY,QNQ
K81006,THE SANDHURST GROUP PRACTICE,QNQ
K81007,LONDON STREET SURGERY,QU9
K81010,KINGS CORNER SURGERY,QNQ
K81012,THE BOAT HOUSE SURGERY,QU9
K81014,BALMORE PARK SURGERY,QU9
K81015,WOODLANDS PARK SURGERY,QNQ
K81017,FALKLAND SURGERY,QU9
K81018,LINDEN MEDICAL CENTRE,QNQ
K81019,ROSS ROAD MEDICAL CENTRE,QNQ
K81020,CLAREMONT HOLYPORT SURGERY,QNQ
K81021,DATCHET HEALTH CENTRE,QNQ
K81022,WOKINGHAM MEDICAL CENTRE,QU9
K81024,LANGLEY HEALTH CENTRE,QNQ
K81025,FINCHAMPSTEAD PRACTICE,QU9
K81026,CHATHAM STREET SURGERY,QU9
K81027,MORTIMER SURGERY,QU9
K81028,MAGNOLIA HOUSE SURGERY,QNQ
K81030,RINGMEAD MEDICAL PRACTICE,QNQ
K81034,CROSBY HOUSE SURGERY,QNQ
K81036,THE CEDARS SURGERY,QNQ
K81039,THE AVENUE MEDICAL CENTRE,QNQ
K81040,MILMAN ROAD SURGERY,QU9
K81041,EMMER GREEN SURGERY,QU9
K81042,COOKHAM MEDICAL CENTRE,QNQ
K81043,HERSCHEL MEDICAL CENTRE,QNQ
K81045,PARKSIDE PRACTICE,QU9
K81046,LEE HOUSE SURGERY,QNQ
K81047,BROOKSIDE PRACTICE,QU9
K81048,LONG BARN LANE SURGERY,QU9
K81050,THE DOWNLAND PRACTICE,QU9
K81051,WOODLEY PRACTICE,QU9
K81052,LAMBOURN SURGERY,QU9
K81055,WARGRAVE PRACTICE,QU9
K81056,WESTWOOD ROAD SURGERY,QU9
K81057,HUNGERFORD SURGERY,QU9
K81059,THE GAINSBOROUGH PRACTICE,QNQ
K81060,BINFIELD SURGERY,QNQ
K81062,WESTERN ELMS & CIRCUIT LANE SURGERIES,QU9
K81063,STRAWBERRY HILL MEDICAL CENTRE,QU9
K81066,THE SYMONS MEDICAL CENTRE,QNQ
K81068,SHEET STREET SURGERY,QNQ
K81069,LODDON VALE PRACTICE,QU9
K81070,TWYFORD SURGERY,QU9
K81073,THATCHAM HEALTH CENTRE,QU9
K81074,CLARENCE MEDICAL CENTRE,QNQ
K81075,FARNHAM ROAD PRACTICE,QNQ
K81076,GREEN MEADOWS SURGERY,QNQ
K81077,THEALE MEDICAL CENTRE,QU9
K81078,GROVELANDS MEDICAL CENTRE,QU9
K81080,NEW WOKINGHAM ROAD SURGERY,QU9
K81081,ABBEY MEDICAL CENTRE,QU9
K81082,THE VILLAGE MEDICAL CENTRE,QNQ
K81083,BHARANI MEDICAL CENTRE,QNQ
K81084,ROSEMEAD SURGERY,QNQ
K81085,SHREEJI MEDICAL CENTRE,QNQ
K81086,MANOR PARK MEDICAL CENTRE,QNQ
K81087,EASTHAMPSTEAD SURGERY,QNQ
K81089,RAGSTONE ROAD SURGERY,QNQ
K81092,WOOSEHILL PRACTICE,QU9
K81094,GREAT HOLLANDS PRACTICE,QNQ
K81097,REDWOOD HOUSE SURGERY,QNQ
K81100,PEMBROKE SURGERY,QU9
K81102,BURDWOOD SURGERY,QU9
K81103,CHAPEL ROW SURGERY,QU9
K81605,UNIVERSITY MEDICAL GROUP,QU9
K81607,CORDWALLIS ROAD SURGERY,QNQ
K81608,DR NABI,QNQ
K81610,FOREST HEALTH GROUP,QNQ
K81613,KENNET SURGERY,QU9
K81616,KUMAR MEDICAL CENTRE,QNQ
K81622,WILDERNESS PRACTICE,QU9
K81630,SOUTH MEADOW SURGERY,QNQ
K81633,SOUTH READING & SHINFIELD GROUP MED PRAC,QU9
K81636,RUSSELL STREET SURGERY,QU9
K81638,BURMA HILL PRACTICE,QU9
K81644,TILEHURST VILLAGE SURGERY,QU9
K81645,240 WEXHAM ROAD,QNQ
K81651,MELROSE SURGERY,QU9
K81655,ASCOT MEDICAL CENTRE,QNQ
K81656,CROWN WOOD MEDICAL CENTRE,QNQ
K81657,EVERGREEN PRACTICE,QNQ
K82001,RECTORY MEADOW SURGERY,QU9
K82003,WOLVERTON HEALTH CENTRE,QHG
K82004,AMERSHAM HEALTH CENTRE,QU9
K82006,IVER MEDICAL CENTRE,QU9
K82007,THE SWAN PRACTICE,QU9
K82008,THE HALL PRACTICE,QU9
K82009,STONY MEDICAL CENTRE,QHG
K82010,TOWER HOUSE SURGERY,QU9
K82011,MILLBARN MEDICAL CENTRE,QU9
K82012,HIGHFIELD SURGERY,QU9
K82013,THE RED HOUSE SURGERY,QHG
K82014,OAKFIELD SURGERY,QU9
K82015,PARKSIDE MEDICAL CENTRE,QHG
K82016,NEWPORT PAGNELL MED.CTR.,QHG
K82017,DESBOROUGH SURGERY,QU9
K82018,MEADOWCROFT SURGERY,QU9
K82019,THE MANDEVILLE PRACTICE,QU9
K82020,CHILTERN HOUSE MED CENTRE,QU9
K82021,THE CROSS KEYS PRACTICE,QU9
K82022,KINGSWOOD SURGERY,QU9
K82023,"THE DOCTORS HOUSE, MARLOW MEDICAL GROUP",QU9
K82024,DR FIRTH AND PARTNERS,QU9
K82025,SOVEREIGN MEDICAL CENTRE,QHG
K82026,WHADDON HEALTHCARE,QHG
K82027,PURBECK HEALTH CENTRE,QHG
K82028,HADDENHAM MEDICAL CENTRE,QU9
K82029,CHERRYMEAD SURGERY,QU9
K82030,WYE VALLEY SURGERY,QU9
K82031,THREEWAYS SURGERY,QU9
K82032,OAKRIDGE PARK MEDICAL CENTRE,QHG
K82033,BURNHAM HEALTH CENTRE,QU9
K82035,THE JOHN HAMPDEN SURGERY,QU9
K82036,RIVERSIDE SURGERY,QU9
K82037,WATER MEADOW SURGERY,QU9
K82038,POPLAR GROVE PRACTICE,QU9
K82039,BEDFORD STREET SURGERY,QHG
K82040,WHITEHILL SURGERY,QU9
K82044,CARRINGTON HOUSE SURGERY,QU9
K82045,SOUTHMEAD SURGERY,QU9
K82046,THE SIMPSON CENTRE,QU9
K82047,UNITY HEALTH,QU9
K82048,STOKENCHURCH MEDICAL CTRE,QU9
K82049,HUGHENDEN VALLEY SURGERY,QU9
K82051,THE MISBOURNE SURGERY,QU9
K82053,PRIORY SURGERY,QU9
K82054,ASHFIELD MEDICAL CENTRE,QHG
K82055,DENHAM MEDICAL CENTRE,QU9
K82057,COBBS GARDEN SURGERY,QHG
K82058,GLADSTONE ROAD SURGERY,QU9
K82059,WESTFIELD ROAD SURGERY,QHG
K82060,NEATH HILL HEALTH CENTRE,QHG
K82061,ASHCROFT SURGERY,QU9
K82064,FISHERMEAD MEDICAL CENTRE,QHG
K82065,CENTRAL MILTON KEYNES MEDICAL CENTRE,QHG
K82066,BOURNE END & WOOBURN GREEN MEDICAL CTR,QU9
K82067,HILLTOPS MEDICAL CENTRE,QHG
K82068,WADDESDON SURGERY,QU9
K82070,3W HEALTH,QU9
K82073,WESTONGROVE PARTNERSHIP,QU9
K82074,KINGFISHER SURGERY,QHG
K82076,WATLING VALE MEDICAL CTR.,QHG
K82078,THE ALLAN PRACTICE,QU9
K82079,EDLESBOROUGH SURGERY,QU9
K82603,CRESSEX HEALTH CENTRE,QU9
K82610,THE GROVE SURGERY,QHG
K82615,WALNUT TREE HEALTH CENTRE,QHG
K82617,THE STONEDEAN PRACTICE,QHG
K82618,PROSPECT HOUSE SURGERY,QU9
K82621,LITTLE CHALFONT SURGERY,QU9
K82631,MILTON KEYNES VILLAGE SURG,QHG
K82633,WESTCROFT HEALTH CENTRE,QHG
K83002,LAKESIDE HEALTHCARE,QPM
K83003,QUEENSVIEW MEDICAL CENTRE,QPM
K83005,QUEENSWAY MEDICAL CENTRE,QPM
K83006,HEADLANDS SURGERY,QPM
K83007,HARBOROUGH FIELD SURGERY,QPM
K83008,THE PINES SURGERY,QPM
K83009,MOULTON SURGERY,QPM
K83010,ELEANOR CROSS HEALTHCARE,QPM
K83011,THE REDWELL MEDICAL CENTRE,QPM
K83012,KING EDWARD ROAD SURGERY,QPM
K83013,ESKDAILL MEDICAL,QPM
K83014,LEICESTER TCE H/CARE CTR.,QPM
K83015,DANETRE MEDICAL PRACTICE,QPM
K83017,WANSFORD,QUE
K83018,SPRINGFIELD SURGERY,QPM
K83019,THE LONG BUCKBY PRACTICE,QPM
K83020,RILLWOOD MEDICAL CENTRE,QPM
K83021,ROTHWELL MEDICAL CENTRE,QPM
K83022,TOWCESTER MEDICAL CENTRE,QPM
K83023,OUNDLE,QUE
K83024,RUSHDEN MEDICAL CENTRE,QPM
K83025,THE MOUNTS MEDICAL CENTRE,QPM
K83026,ALBANY HOUSE MEDICAL CENTRE,QPM
K83027,LANGHAM PLACE SURGERY,QPM
K83028,SPINNEY BROOK MEDICAL CENTRE,QPM
K83029,ABINGTON PARK SURGERY,QPM
K83030,THE COTTONS MEDICAL CENTRE,QPM
K83031,BYFIELD MEDICAL CENTRE,QPM
K83032,ABBEY HOUSE MEDICAL PRACTICE,QPM
K83035,KINGSTHORPE MEDICAL CTR.,QPM
K83036,LINDEN AVENUE MEDICAL CENTRE,QPM
K83037,DR SPENCER & PARTNERS,QPM
K83039,DRYLAND MEDICAL CENTRE,QPM
K83040,WOODVIEW MEDICAL CENTRE,QPM
K83041,ST LUKES PRIMARY CARE CENTRE,QPM
K83042,PARK AVE MED CNT & KINGS HEATH PRACTICE,QPM
K83043,ABINGTON MEDICAL CENTRE,QPM
K83044,PARKLANDS MEDICAL CENTRE,QPM
K83047,ABBEY MEDICAL PRACTICE,QPM
K83048,BROOK MEDICAL CENTRE,QPM
K83049,BRACKLEY MEDICAL CENTRE,QPM
K83050,THE CRESCENT MEDICAL CTR.,QPM
K83051,WEAVERS MEDICAL,QPM
K83052,THE PARKS MEDICAL PRACTICE,QPM
K83053,CRICK MEDICAL PRACTICE,QPM
K83055,WOOTTON MEDICAL CENTRE,QPM
K83056,COUNTY SURGERY,QPM
K83059,DR KHALID & PARTNERS,QPM
K83064,THE SAXON SPIRES PRACTICE,QPM
K83065,NENE VALLEY SURGERY,QPM
K83066,GREENS NORTON & WEEDON MEDICAL PRACTICE,QPM
K83068,DENTON VILLAGE SURGERY,QPM
K83069,MARSHALLS ROAD SURGERY,QPM
K83070,BUGBROOKE MEDICAL PRACTICE,QPM
K83076,WESTON FAVELL MEDICAL CENTRE,QPM
K83077,GREENVIEW SURGERY,QPM
K83079,WOLLASTON AND BOZEAT SURGERIES,QPM
K83080,HIGHAM FERRERS SURGERY,QPM
K83081,SUMMERLEE MEDICAL CENTRE,QPM
K83601,EARLS BARTON MEDICAL CENTRE,QPM
K83607,DR SUMIRA,QPM
K83610,DANES CAMP MEDICAL CENTRE,QPM
K83614,DR KUMAR & PARTNER STUDFALL MEDICAL CTR,QPM
K83616,THE MEADOWS SURGERY,QPM
K83618,DR ABBAS,QPM
K83620,THE BROOK HEALTH CENTRE,QPM
K83621,MAPLE ACCESS PARTNERSHIP LLP,QPM
K83622,GREAT OAKLEY MEDICAL CENTRE,QPM
K83625,DR OLIVER DK,QPM
K84001,THE HART SURGERY,QU9
K84002,DIDCOT HEALTH CENTRE PRACTICE,QU9
K84003,ISLIP SURGERY,QU9
K84004,DONNINGTON MEDICAL PARTNERSHIP,QU9
K84006,EYNSHAM MEDICAL GROUP,QU9
K84007,TEMPLE COWLEY HEALTH CENTRE,QU9
K84008,CHALGROVE & WATLINGTON SURGERIES,QU9
K84009,HEDENA HEALTH,QU9
K84010,BAMPTON SURGERY,QU9
K84011,SUMMERTOWN HEALTH CENTRE,QU9
K84012,ELM TREE SURGERY,QOX
K84013,ST. BARTHOLOMEWS MEDICAL CENTRE,QU9
K84014,MORLAND HOUSE SURGERY,QU9
K84015,NETTLEBED SURGERY,QU9
K84016,19 BEAUMONT STREET SURGERY,QU9
K84017,WINDRUSH MEDICAL PRACTICE,QU9
K84019,NEWBURY STREET PRACTICE,QU9
K84020,SONNING COMMON HEALTH CTR,QU9
K84021,BANBURY ROAD MEDICAL CENTRE,QU9
K84023,BERINSFIELD HEALTH CENTRE,QU9
K84024,WINDRUSH SURGERY,QU9
K84025,BOTLEY MEDICAL CENTRE,QU9
K84026,OBSERVATORY MEDICAL PRACTICE,QU9
K84027,MALTHOUSE SURGERY,QU9
K84028,BANBURY CROSS HEALTH CENTRE,QU9
K84030,CHIPPING NORTON HEALTH CENTRE,QU9
K84031,THE LEYS HEALTH CENTRE,QU9
K84032,BARTLEMAS SURGERY,QU9
K84033,CHURCH STREET PRACTICE,QU9
K84034,CLIFTON HAMPDEN SURGERY,QU9
K84035,THE BELL SURGERY,QU9
K84036,MILL STREAM SURGERY,QU9
K84037,WALLINGFORD MEDICAL PRACTICE,QU9
K84038,MONTGOMERY HOUSE SURGERY,QU9
K84041,MARCHAM RD FAMILY HEALTH CENTRE,QU9
K84042,WOODSTOCK SURGERY,QU9
K84043,WOODLANDS MEDICAL CENTRE,QU9
K84044,MANOR SURGERY,QU9
K84045,GOSFORD HILL MEDICAL CENTRE,QU9
K84046,WYCHWOOD SURGERY,QU9
K84047,BURFORD SURGERY,QU9
K84048,HOLLOW WAY MEDICAL CENTRE,QU9
K84049,27 BEAUMONT STREET,QU9
K84050,THE RYCOTE PRACTICE,QU9
K84051,WHITE HORSE MEDICAL PRACTICE,QU9
K84052,BICESTER HEALTH CENTRE,QU9
K84054,THE ABINGDON SURGERY,QU9
K84055,DEDDINGTON HEALTH CENTRE,QU9
K84056,CROPREDY SURGERY,QU9
K84058,BLOXHAM SURGERY,QU9
K84059,HIGHTOWN SURGERY,QU9
K84060,ST. CLEMENT'S SURGERY,QU9
K84062,WOODLANDS SURGERY,QU9
K84063,COWLEY ROAD MEDICAL PRACTICE,QU9
K84065,SIBFORD SURGERY,QU9
K84066,LUTHER STREET MEDICAL PRACTICE,QU9
K84071,GORING & WOODCOTE MEDICAL PRACTICE,QU9
K84072,NUFFIELD HEALTH CENTRE,QU9
K84075,BROADSHIRES HEALTH CENTRE,QU9
K84078,JERICHO HEALTH CENTRE,QU9
K84079,LONG FURLONG MEDICAL CENTRE,QU9
K84080,28 BEAUMONT STREET,QU9
K84082,THE KEY MEDICAL PRACTICE,QU9
K84605,KING EDWARD ST MEDICAL PRACTICE,QU9
K84610,THE CHARLBURY MEDICAL CENTRE,QU9
K84613,ALCHESTER MEDICAL GROUP,QU9
K84618,COGGES SURGERY,QU9
K84624,OAK TREE HEALTH CENTRE,QU9
L81004,PORTISHEAD MEDICAL GROUP,QUY
L81007,BRIDGE VIEW MEDICAL,QUY
L81008,SHIREHAMPTON GROUP PRACTICE,QUY
L81009,STOCKWOOD MEDICAL CENTRE,QUY
L81010,HOPE HOUSE SURGERY,QOX
L81012,MONTPELIER HEALTH CENTRE,QUY
L81013,FISHPONDS FAMILY PRACTICE,QUY
L81014,FROME VALLEY MEDICAL CENTRE,QUY
L81015,CHARLOTTE KEEL MEDICAL PRACTICE,QUY
L81016,GRAHAM ROAD SURGERY,QUY
L81017,WESTBURY ON TRYM PRIMARY CARE CENTRE,QUY
L81018,THORNBURY HEALTH CENTRE - BURNEY,QUY
L81019,CONCORD MEDICAL CENTRE,QUY
L81020,WIDCOMBE SURGERY,QOX
L81021,WINSCOMBE SURGERY,QUY
L81022,HORFIELD HC,QUY
L81023,EASTVILLE MEDICAL PRACTICE,QUY
L81024,COURTSIDE SURGERY,QUY
L81025,ST CHADS SURGERY,QOX
L81026,THE DOWNEND HEALTH GROUP,QUY
L81027,BATHEASTON MEDICAL CENTRE,QOX
L81028,NORTHVILLE FAMILY PRACTICE,QUY
L81029,THREE SHIRES MEDICAL PRACTICE,QUY
L81030,HARPTREE SURGERY,QOX
L81031,THE ARMADA FAMILY PRACTICE,QUY
L81033,NIGHTINGALE VALLEY PRACTICE,QUY
L81034,TYNTESFIELD MEDICAL GROUP,QUY
L81036,CONISTON MEDICAL PRACTICE,QUY
L81037,PIONEER MEDICAL GROUP,QUY
L81038,AIR BALLOON SURGERY,QUY
L81039,HEART OF BATH,QOX
L81040,CLEVEDON MEDICAL CENTRE,QUY
L81041,HILLVIEW FAMILY PRACTICE,QUY
L81042,KENNEDY WAY SURGERY,QUY
L81044,TUDOR LODGE SURGERY,QUY
L81045,ST. AUGUSTINES SURGERY,QOX
L81046,LEAP VALLEY MEDICAL CENTRE,QUY
L81047,WEST WALK SURGERY,QUY
L81050,CLOSE FARM SURGERY,QUY
L81051,168 MEDICAL GROUP,QUY
L81053,THE LENNARD SURGERY,QUY
L81054,GRANGE ROAD SURGERY,QUY
L81055,ORCHARD MEDICAL CENTRE,QUY
L81058,THE MILTON SURGERY,QUY
L81059,ELM HAYES SURGERY,QOX
L81061,THE WELLSPRING SURGERY,QUY
L81062,FIRECLAY HEALTH,QUY
L81063,KINGSWOOD HEALTH CENTRE,QUY
L81064,TEMPLE HOUSE PRACTICE,QOX
L81065,COMBE DOWN SURGERY,QOX
L81066,STAFFORD MEDICAL GROUP,QUY
L81067,SOUTHMEAD & HENBURY FAMILY PRACTICE,QUY
L81068,THE PULTENEY PRACTICE,QOX
L81069,ST. MICHAEL'S SURGERY,QOX
L81070,NEWBRIDGE SURGERY,QOX
L81071,FAIRFIELD PARK HEALTH CENTRE,QOX
L81072,CHEW MEDICAL PRACTICE,QOX
